source,comment_id,author_id,author_name,comment_parent,commentable_id,comment_date,comment_text
comment,24,34,jeoman,0,11,2015-01-28 15:27:50,Por qual motivo textos para fins exclusivamente jornalísticos não se encaixariam nessa lei? Discordo desse inciso.
comment,26,73,adriano,0,5,2015-01-28 16:09:47,"E se o meio não for automatizado, a Lei não se aplica?"
comment,27,18,Giancarlo Boaron,0,24,2015-01-28 16:12:38,"E como seria a comprovação do consentimento do titular? Teriam os responsáveis que registrar informações como endereço IP/Data/Hora em que um termo de uso foi aceito? E como se procederia um pedido de comprovação que o titular autorizou o uso das informações, caso ele alegue que não a fez? Enfim, como poderíamos de forma prática autenticar o consentimento?"
comment,28,73,adriano,0,10,2015-01-28 16:13:48,Mas me pareceu que seriam justamente estes dados que deveriam ser protegidos.
comment,30,18,Giancarlo Boaron,0,11,2015-01-28 16:27:45,Também fiquei com dúvida neste item. Qual fim exclusivamente jornalístico poderia dar acesso à dados protegidos dos titulares?
comment,32,95,jlcosta81,0,232,2015-01-28 17:37:36,"Esse marco aberratório deve ser extinguido. A regulamentação estatal da internet é uma aberração. O Estado está quebrado, e quer se preocupar em democratizar o que já está. &nbsp;"
comment,33,15,Margareth,0,5,2015-01-28 17:44:25,"Nos principais documentos internacionais não há a limitação da atuação da lei no que tange a ""automatização"".&nbsp;Acredito que uma vez que se intenta criar um documento que proteja a pessoa física no que diz respeito aos seus dados, a inclusão do ""tratamento não automatizados"" se faz necessária.Ademais deixar o texto dessa forma, poderia criar espaço para os responsáveis pelo tratamento de dados se esquivarem.Assim , sugiro algo mais no sentido de ..."" tratamento realizada ou não de forma automatiza"".<br>"
comment,34,89,christian alexandre,0,11,2015-01-28 17:44:38,"Qual seria a razão para que, dados pessoais tivessem fins jornalísticos, esse inciso ainda precisa ser mais específico."
comment,35,102,Eden Grei,0,5,2015-01-28 18:13:35,"Concordo com o comentário anterior, o texto deixa brecha para tratamento não automatizado de dados."
comment,37,92,Tarso Cabral Violin,0,12,2015-01-28 18:56:26,"No começo é melhor: ""órgãos e entidades da Administração Pública"", pois entidades públicas pode gerar confusão. Administração Pública abarca tanto os órgãos da Administração direta quanto as entidades de direito público e de direito privado da Administração Pública indireta. Não pode ser permitido que empresas terceirizadas, que apenas podem prestar atividades-meio, tenham acesso dos dados pessoais. Isso seria possível apenas para as concessionárias de serviços públicos. ""Concessão e permissão de serviços públicos"", e não de ""atividades Públicas""."
comment,38,92,Tarso Cabral Violin,0,14,2015-01-28 18:58:26,"Melhor assim: ""As empresas públicas e sociedades de economia mista que prestam serviços públicos, e não estiverem atuando em regime de concorrência, terão o mesmo tratamento dispensado aos órgãos e entidades de Direito Público, nos termos dessa Lei."""
comment,39,102,Eden Grei,0,11,2015-01-28 18:59:18,"Dados jornalisticos não devem ser impedidos de vir a publico, porque seus fins vão além de motivados privados, sendo relativos ao que diz respeito a todos. Cbe, contudo, uma definição para o que seja ""fins jornalisticos""."
comment,41,92,Tarso Cabral Violin,0,16,2015-01-28 19:00:29,"Órgão não é pessoa jurídica. Assim, no final é melhor ""à entidade competente""."
comment,42,92,Tarso Cabral Violin,0,46,2015-01-28 19:02:29,"""os órgãos e entidades públicas"""
comment,43,92,Tarso Cabral Violin,0,57,2015-01-28 19:03:59,"""Dezoito anos incompletos"""
comment,44,92,Tarso Cabral Violin,0,99,2015-01-28 19:05:21,"""Órgão ou entidade competente"""
comment,45,92,Tarso Cabral Violin,0,107,2015-01-28 19:05:52,"""Órgão ou entidade competente"""
comment,46,92,Tarso Cabral Violin,0,134,2015-01-28 19:06:53,Órgão ou entidade competente
comment,47,92,Tarso Cabral Violin,0,152,2015-01-28 19:09:16,"""Órgão ou entidade competente"" e ""órgãos e entidades da Administração Pública"""
comment,48,92,Tarso Cabral Violin,0,153,2015-01-28 19:09:33,ou entidade competente
comment,49,92,Tarso Cabral Violin,0,157,2015-01-28 19:09:53,ou entidade
comment,50,92,Tarso Cabral Violin,0,160,2015-01-28 19:10:20,ou entidade
comment,51,92,Tarso Cabral Violin,0,170,2015-01-28 19:10:39,ou entidade
comment,52,92,Tarso Cabral Violin,0,172,2015-01-28 19:10:56,ou entidade competente
comment,53,92,Tarso Cabral Violin,0,175,2015-01-28 19:13:37,ou entidade
comment,54,92,Tarso Cabral Violin,0,181,2015-01-28 19:14:42,órgãos e entidades públicas
comment,55,92,Tarso Cabral Violin,0,185,2015-01-28 19:15:24,ou entidade
comment,56,92,Tarso Cabral Violin,0,187,2015-01-28 19:15:32,ou entidade
comment,57,92,Tarso Cabral Violin,0,195,2015-01-28 19:15:55,ou entidade
comment,58,92,Tarso Cabral Violin,0,206,2015-01-28 19:16:21,ou entidade
comment,59,92,Tarso Cabral Violin,0,213,2015-01-28 19:16:36,ou entidade
comment,60,92,Tarso Cabral Violin,0,216,2015-01-28 19:16:51,ou entidade
comment,61,92,Tarso Cabral Violin,0,217,2015-01-28 19:17:17,órgão ou entidade competente
comment,62,92,Tarso Cabral Violin,0,218,2015-01-28 19:17:40,Deve ser definido o valor da multa na lei
comment,63,92,Tarso Cabral Violin,0,227,2015-01-28 19:18:41,"Pelo Princípio da Tipicidade deve ser definido aqui, e não em regulamento."
comment,64,105,Fundação Terra (Anna Bia/PE),0,24,2015-01-28 19:18:44,"Trabalho em uma Fundação que vive de doações de pessoas físicas (mensalistas).<br>No caso de ONGs e OSCIPs e Fundações (3° Setor), por quanto tempo, elas seriam obrigadas a guardar/registrar o consentimento ou autorização para lidar com os dados pessoais -digitais de seus doadores? Em nosso caso, o fim específico é manter um relacionamento de contato com os nossos doadores-mantenedores.<br><br>"
comment,65,92,Tarso Cabral Violin,0,228,2015-01-28 19:18:49,ou entidade
comment,66,92,Tarso Cabral Violin,0,230,2015-01-28 19:20:05,aplicado aos órgãos e às entidades da Administração Pública
comment,67,92,Tarso Cabral Violin,0,231,2015-01-28 19:20:19,ou entidade
comment,68,105,Fundação Terra (Anna Bia/PE),0,29,2015-01-28 19:20:41,Importantíssimo: aqui seria vedada a venda ou permuta de bancos de dados de clientes&nbsp; entre empresas de call center e malas diretas?
comment,69,133,pessel,0,113,2015-01-28 19:23:47,so por meio judicial os dados pessoais serão liberados para outros verem.
comment,75,40,AME,0,11,2015-01-28 21:00:24,Convenhamos que qualquer apuração seria dificultada sem isso. É essa parte que garante a liberdade de ação da imprensa.
comment,76,40,AME,0,11,2015-01-28 21:00:25,Convenhamos que qualquer apuração seria dificultada sem isso. É essa parte que garante a liberdade de ação da imprensa.
comment,77,155,Jessica,0,24,2015-01-28 21:45:47,O consentimento poderia ser fruto de uma concordância com determinado termo de uso. Como garantir que o cidadão seja devidamente informado do que ele está consentindo?<br>
comment,78,155,Jessica,0,50,2015-01-28 21:50:02,Como isso seria verificado?
comment,79,169,Gabriel,0,4,2015-01-28 22:32:31,Marco Civil obriga guardar os dados do usuário por 6 meses Interceptação de comunicação é INCONSTITUCIONAL http://planalto.gov.br/ccivil_03/leis/l9296.htm&nbsp;… … … … …
comment,80,169,Gabriel,0,4,2015-01-28 22:32:32,Marco Civil obriga guardar os dados do usuário por 6 meses Interceptação de comunicação é INCONSTITUCIONAL http://planalto.gov.br/ccivil_03/leis/l9296.htm&nbsp;… … … … …
comment,81,169,Gabriel,0,6,2015-01-28 22:33:32,Interceptação de comunicação é INCONSTITUCIONAL
comment,82,169,Gabriel,0,7,2015-01-28 22:33:41,Interceptação de comunicação é INCONSTITUCIONAL
comment,83,169,Gabriel,0,8,2015-01-28 22:34:19,Interceptação de comunicação é INCONSTITUCIONAL Essa lei vai contra a nossa constituição Não era nem pra ser discutida
comment,84,175,JCK,0,12,2015-01-28 22:57:29,"1. Não deveria haver possibilidade de transferência para entidades privadas. Isso enfraquece a proteção de tais dados, uma vez que a empresa pode não estar preparada tecnologicamente para proteger tais dados."
comment,85,175,JCK,0,12,2015-01-28 23:01:01,"2. Caso tal possibilidade seja mantida, recomendo, ao menos, adicionar ao final do parágrafo: ""[...], caso em que, terão, tais entidades privadas, os mesmos deveres e vedações, dos órgão públicos e entidades públicas, com relação a tais dados pessoais."""
comment,86,175,JCK,0,15,2015-01-28 23:04:54,O tratamento de dados pessoais para tais fins deveria ser regido nesta própria lei. Não há motivo para direcionar tal tratamento para lei futura e de termos incertos quando está própria lei tem exatamente esta finalidade.
comment,87,175,JCK,0,18,2015-01-28 23:10:11,"Talvez uma melhor definição seria: ""I - dado pessoal: toda e qualquer informação referente à pessoa natural identificada ou identificável, inclusive números ou códigos indentificadores, informações locacionais e metadados."""
comment,88,175,JCK,0,19,2015-01-28 23:15:04,"1. Talvez uma melhor definição seria: ""II – tratamento: conjunto de ações, operações e funções referentes a coleta, inserção, produção, recepção, classificação, utilização, acesso, reprodução, transmissão, distribuição, transporte, processamento, arquivamento, armazenamento, eliminação, avaliação ou controle da informação, modificação, por comunicação, interconexão, transferência, difusão ou extração;""<br>"
comment,89,175,JCK,0,19,2015-01-28 23:16:54,"2. Seria ideal remover da definição o trecho ""bloqueio ou fornecimento a terceiros de dados pessoais"", vez que tais ações deveriam ser limitadas por esta lei e não legitimadas como gerais em suas definições."
comment,90,175,JCK,0,20,2015-01-28 23:18:35,Acredito que todos os dados deveriam ter o mesmo tratamento e o mesmo grau de proteção. Classificar dados por sua sensibilidade apenas abre espaço para que alguns tipos de dados não sejam tão protegidos quanto outros.
comment,91,175,JCK,0,22,2015-01-28 23:21:58,"Talvez uma melhor definição seria: ""V - Banco de Dados: toda forma de armazenamento de dados pessoais, estruturado ou não, organizado ou não, localizado em um ou mais locais, física ou eletronicamente.""<br><br>Dessa forma, estariam definidos não só bancos de dados relacionais tradicionais, mas também novas formas de bancos de dados como Grafos e Document-based, além de arquivos simples."
comment,92,175,JCK,0,25,2015-01-28 23:26:49,"Talvez uma melhor definição seria: ""VIII – responsável: a pessoa natural ou jurídica, de direito público ou privado, a quem&nbsp;compete a guarda, proteção e preservação de tais dados pessoais em razão de sua posse para tratamento, administração ou arquivamento;"""
comment,93,188,kaori,0,50,2015-01-28 23:27:34,"Sim. Me ofereceram serviço de provedor. Não aceitei. Ainda assim começou a ser debitado de minha conta bancária, sem eu nem sequer ter passado os dados bancários!!!"
comment,94,175,JCK,0,26,2015-01-28 23:28:37,"Acredito que o operador deve ser incluído na figura e definição do responsável (inciso VIII), vez que, deve ter as mesmas responsabilidades e deveres referentes a manipulação e guarda de tais informações."
comment,95,175,JCK,0,30,2015-01-28 23:32:33,"A transferência internacional deveria ser vedada. Uma vez que o dado tenha sido transferido para outro país não há garantia nenhuma que ele tratará os dados com as mesmas obrigações, proteções e vedações que a lei brasileira. Em razão da soberania dos Estados, está é uma possibilidade perigosa."
comment,96,175,JCK,0,31,2015-01-28 23:35:15,"É necessário cautela para que a definição de dissociação não gere legitimidade para legalizar a geração de metadados, que, por engenharia reversa, são suficientes para identificar os indivíduos dos quais foram gerados (também conhecido como fingerprinting)."
comment,97,175,JCK,0,32,2015-01-28 23:37:39,"Talvez uma melhor definição seria: ""XV - bloqueio: a suspensão de qualquer tipo de operação, consulta ou manipulação de dado pessoais armazenados em determinado escopo ou local."""
comment,98,175,JCK,0,33,2015-01-28 23:39:35,"Talvez uma melhor definição seria: ""XVI - cancelamento: a eliminação permanente de dado pessoal armazenados em determinado escopo ou local, inclusive de cópias de segurança previamente realizadas."" <br>"
comment,99,175,JCK,0,34,2015-01-28 23:40:20,"A transferência internacional deveria ser vedada. Uma vez que o dado tenha sido transferido para outro país não há garantia nenhuma que ele tratará os dados com as mesmas obrigações, proteções e vedações que a lei brasileira. Em razão da soberania dos Estados, está é uma possibilidade perigosa."
comment,100,175,JCK,0,35,2015-01-28 23:41:05,"Acredito que o encarregado deveria ser incluído na figura e definição do responsável (inciso VIII), vez que, deve ter as mesmas responsabilidades e deveres referentes a manipulação e guarda de tais informações."
comment,101,175,JCK,0,21,2015-01-28 23:47:12,"Acredito que os dados deveriam ser, por padrão, tratados como anônimos. Os dados públicos deveriam ser a exceção à regra.<br><br>Talvez seria interessante integrar essa definição a de dados pessoais do inciso I."
comment,103,175,JCK,0,39,2015-01-29 00:01:50,"Talvez seria interessante reiterar que o mínimo de dados pessoais: ""III – princípio da necessidade, pelo qual o tratamento deve se limitar ao mínimo necessário para a realização das finalidades almejadas, abrangendo apenas os dados pertinentes e necessários, não excessivos e abrangentes;"""
